Procedure,Image,Section Name,Section Size,Offset,Calls,Pid,Pid Win,Size
??0?$basic_istream@_WU?$char_traits@_W@std@@@std@@QEAA@PEAV?$basic_streambuf@_WU?$char_traits@_W@std@@@1@_N@Z,MSVCP140.dll,.text,327532,1b5a0,1,8072,8072,160
?widen@?$basic_ios@_WU?$char_traits@_W@std@@@std@@QEBA_WD@Z,MSVCP140.dll,.text,327532,1b220,4,8072,8072,768
?init@?$basic_ios@_WU?$char_traits@_W@std@@@std@@IEAAXPEAV?$basic_streambuf@_WU?$char_traits@_W@std@@@2@_N@Z,MSVCP140.dll,.text,327532,1b160,4,8072,8072,192
??0?$basic_streambuf@_WU?$char_traits@_W@std@@@std@@IEAA@XZ,MSVCP140.dll,.text,327532,1b0a0,4,8072,8072,176
??1?$basic_streambuf@_WU?$char_traits@_W@std@@@std@@UEAA@XZ,MSVCP140.dll,.text,327532,1af30,4,8072,8072,368
??0?$basic_ostream@_WU?$char_traits@_W@std@@@std@@QEAA@PEAV?$basic_streambuf@_WU?$char_traits@_W@std@@@1@_N@Z,MSVCP140.dll,.text,327532,1aeb0,3,8072,8072,128
??0?$basic_istream@GU?$char_traits@G@std@@@std@@QEAA@PEAV?$basic_streambuf@GU?$char_traits@G@std@@@1@_N@Z,MSVCP140.dll,.text,327532,1aa90,1,8072,8072,160
?widen@?$basic_ios@GU?$char_traits@G@std@@@std@@QEBAGD@Z,MSVCP140.dll,.text,327532,1a6c0,4,8072,8072,160
??0?$basic_streambuf@GU?$char_traits@G@std@@@std@@IEAA@XZ,MSVCP140.dll,.text,327532,1a480,4,8072,8072,576
?init@?$basic_ios@GU?$char_traits@G@std@@@std@@IEAAXPEAV?$basic_streambuf@GU?$char_traits@G@std@@@2@_N@Z,MSVCP140.dll,.text,327532,1a2e0,4,8072,8072,192
??0?$basic_ostream@GU?$char_traits@G@std@@@std@@QEAA@PEAV?$basic_streambuf@GU?$char_traits@G@std@@@1@_N@Z,MSVCP140.dll,.text,327532,1a210,3,8072,8072,192
??1?$basic_streambuf@GU?$char_traits@G@std@@@std@@UEAA@XZ,MSVCP140.dll,.text,327532,19700,4,8072,8072,2784
?_Locinfo_ctor@_Locinfo@std@@SAXPEAV12@PEBD@Z,MSVCP140.dll,.text,327532,18080,4,8072,8072,112
?_Locimp_dtor@_Locimp@locale@std@@CAXPEAV123@@Z,MSVCP140.dll,.text,327532,17ff0,1,8072,8072,144
?_New_Locimp@_Locimp@locale@std@@CAPEAV123@_N@Z,MSVCP140.dll,.text,327532,17f40,1,8072,8072,112
?_Init@locale@std@@CAPEAV_Locimp@12@_N@Z,MSVCP140.dll,.text,327532,17e90,26,8072,8072,176
?_Setgloballocale@locale@std@@CAXPEAX@Z,MSVCP140.dll,.text,327532,17e00,1,8072,8072,64
?_Atexit@@YAXP6AXXZ@Z,MSVCP140.dll,.text,327532,11690,1,8072,8072,64
?_Ios_base_dtor@ios_base@std@@CAXPEAV12@@Z,MSVCP140.dll,.text,327532,11590,13,8072,8072,128
?_Fiopen@std@@YAPEAU_iobuf@@PEBDHH@Z,MSVCP140.dll,.text,327532,11060,1,8072,8072,16
??0?$basic_istream@DU?$char_traits@D@std@@@std@@QEAA@PEAV?$basic_streambuf@DU?$char_traits@D@std@@@1@_N@Z,MSVCP140.dll,.text,327532,fef0,2,8072,8072,160
?_Getcat@?$codecvt@DDU_Mbstatet@@@std@@SA_KPEAPEBVfacet@locale@2@PEBV42@@Z,MSVCP140.dll,.text,327532,fd60,1,8072,8072,192
?clear@?$basic_ios@GU?$char_traits@G@std@@@std@@QEAAXH_N@Z,MSVCP140.dll,.text,327532,f690,1,8072,8072,1744
?widen@?$basic_ios@DU?$char_traits@D@std@@@std@@QEBADD@Z,MSVCP140.dll,.text,327532,f590,5,8072,8072,160
?init@?$basic_ios@DU?$char_traits@D@std@@@std@@IEAAXPEAV?$basic_streambuf@DU?$char_traits@D@std@@@2@_N@Z,MSVCP140.dll,.text,327532,f420,5,8072,8072,192
??0?$basic_streambuf@DU?$char_traits@D@std@@@std@@IEAA@XZ,MSVCP140.dll,.text,327532,f360,5,8072,8072,176
?do_always_noconv@?$codecvt@DDU_Mbstatet@@@std@@MEBA_NXZ,MSVCP140.dll,.text,327532,ef00,17,8072,8072,16
??1?$basic_streambuf@DU?$char_traits@D@std@@@std@@UEAA@XZ,MSVCP140.dll,.text,327532,edd0,5,8072,8072,112
??0?$basic_ostream@DU?$char_traits@D@std@@@std@@QEAA@PEAV?$basic_streambuf@DU?$char_traits@D@std@@@1@_N@Z,MSVCP140.dll,.text,327532,eb60,3,8072,8072,128
??4?$_Yarn@D@std@@QEAAAEAV01@PEBD@Z,MSVCP140.dll,.text,327532,de30,10,8072,8072,128
?_Tidy@ios_base@std@@AEAAXXZ,MSVCP140.dll,.text,327532,dac0,13,8072,8072,560
?_Init@ios_base@std@@IEAAXXZ,MSVCP140.dll,.text,327532,d980,13,8072,8072,112
??0ios_base@std@@IEAA@XZ,MSVCP140.dll,.text,327532,d970,1,8072,8072,16
??1ios_base@std@@UEAA@XZ,MSVCP140.dll,.text,327532,d940,1,8072,8072,48
?bad@ios_base@std@@QEBA_NXZ,MSVCP140.dll,.text,327532,d4d0,8,8072,8072,16
?eof@ios_base@std@@QEBA_NXZ,MSVCP140.dll,.text,327532,d4c0,8,8072,8072,16
?clear@ios_base@std@@QEAAXH@Z,MSVCP140.dll,.text,327532,d390,13,8072,8072,112
?clear@ios_base@std@@QEAAXH_N@Z,MSVCP140.dll,.text,327532,d310,1,8072,8072,128
?_Getcat@?$ctype@G@std@@SA_KPEAPEBVfacet@locale@2@PEBV42@@Z,MSVCP140.dll,.text,327532,cbc0,1,8072,8072,176
??0?$ctype@G@std@@QEAA@AEBV_Locinfo@1@_K@Z,MSVCP140.dll,.text,327532,cb50,1,8072,8072,112
?do_widen@?$ctype@G@std@@MEBAGD@Z,MSVCP140.dll,.text,327532,c7f0,8,8072,8072,80
?_Getcat@?$ctype@_W@std@@SA_KPEAPEBVfacet@locale@2@PEBV42@@Z,MSVCP140.dll,.text,327532,c400,1,8072,8072,176
??0?$ctype@_W@std@@QEAA@AEBV_Locinfo@1@_K@Z,MSVCP140.dll,.text,327532,c390,1,8072,8072,112
?do_narrow@?$ctype@D@std@@MEBADDD@Z,MSVCP140.dll,.text,327532,c0e0,5,8072,8072,16
?_Getcat@?$ctype@D@std@@SA_KPEAPEBVfacet@locale@2@PEBV42@@Z,MSVCP140.dll,.text,327532,be20,1,8072,8072,208
?do_encoding@codecvt_base@std@@MEBAHXZ,MSVCP140.dll,.text,327532,a450,7,8072,8072,16
?_Decref@facet@locale@std@@UEAAPEAV_Facet_base@3@XZ,MSVCP140.dll,.text,327532,a060,46,8072,8072,16
?_Incref@facet@locale@std@@UEAAXXZ,MSVCP140.dll,.text,327532,a050,45,8072,8072,16
??Bid@locale@std@@QEAA_KXZ,MSVCP140.dll,.text,327532,9ff0,1,8072,8072,80
??1_Locinfo@std@@QEAA@XZ,MSVCP140.dll,.text,327532,9b90,4,8072,8072,176
??0_Locinfo@std@@QEAA@PEBD@Z,MSVCP140.dll,.text,327532,9a20,4,8072,8072,176
_Getcvt,MSVCP140.dll,.text,327532,7240,2,8072,8072,160
_Mbrtowc,MSVCP140.dll,.text,327532,4e20,8,8072,8072,480
_Getctype,MSVCP140.dll,.text,327532,1bb0,3,8072,8072,208
.text,MSVCP140.dll,.text,327532,1000,1,8072,8072,2672
HttpOpenRequestA,WININET.dll,.text,1942176,14caf0,1,8072,8072,2720
InternetConnectA,WININET.dll,.text,1942176,122460,1,8072,8072,304
HttpSendRequestA,WININET.dll,.text,1942176,c2970,1,8072,8072,752
InternetInitializeAutoProxyDll,WININET.dll,.text,1942176,71b40,2,8072,8072,50960
InternetCreateUrlW,WININET.dll,.text,1942176,71240,2,8072,8072,1328
InternetOpenA,WININET.dll,.text,1942176,679d0,1,8072,8072,15584
IsHostInProxyBypassList,WININET.dll,.text,1942176,62db0,1,8072,8072,3568
HttpQueryInfoA,WININET.dll,.text,1942176,540c0,1,8072,8072,9760
HttpAddRequestHeadersA,WININET.dll,.text,1942176,52320,1,8072,8072,7584
InternetCloseHandle,WININET.dll,.text,1942176,4e300,3,8072,8072,8720
GetUrlCacheHeaderData,WININET.dll,.text,1942176,435e0,1,8072,8072,44320
InternetSetOptionA,WININET.dll,.text,1942176,40040,1,8072,8072,1200
Ordinal_410,WININET.dll,.text,1942176,3bfd0,2,8072,8072,15232
SetUrlCacheEntryInfoA,WININET.dll,.text,1942176,2c640,1,8072,8072,3280
InternetCrackUrlA,WININET.dll,.text,1942176,1a4a0,1,8072,8072,36672
InternetGetCertByURL,WININET.dll,.text,1942176,2650,8,8072,8072,10560
DispatchAPICall,WININET.dll,.text,1942176,1ba0,3,8072,8072,2736
unnamedImageEntryPoint,WININET.dll,.text,1942176,1150,7,8072,8072,2640
unnamedImageEntryPoint,mozglue.dll,.text,165029,28370,7,8072,8072,4405
?Now@TimeStamp@mozilla@@CA?AV12@_N@Z,mozglue.dll,.text,165029,164f0,1,8072,8072,208
?Startup@TimeStamp@mozilla@@SAXXZ,mozglue.dll,.text,165029,160f0,1,8072,8072,1024
?NowFuzzy@TimeStamp@mozilla@@CA?AV12@VTimeStampValue@2@@Z,mozglue.dll,.text,165029,15c50,1,8072,8072,448
?Shutdown@TimeStamp@mozilla@@SAXXZ,mozglue.dll,.text,165029,157d0,1,8072,8072,16
free,mozglue.dll,.text,165029,b690,20,8072,8072,240
malloc,mozglue.dll,.text,165029,b5a0,20,8072,8072,80
RtlIpv4StringToAddressExA,ntdll.dll,.text,1222784,e5ef0,2,8072,8072,480
RtlSetHeapInformation,ntdll.dll,.text,1222784,dfea0,2,8072,8072,288
memset,ntdll.dll,.text,1222784,94bc0,13094,8072,8072,172656
memmove,ntdll.dll,.text,1222784,94880,8321,8072,8072,832
__chkstk,ntdll.dll,.text,1222784,938f0,14,8072,8072,3264
KiUserCallbackDispatcher,ntdll.dll,.text,1222784,92a90,1,8072,8072,80
KiUserApcDispatcher,ntdll.dll,.text,1222784,92990,1,8072,8072,256
ExpInterlockedPopEntrySListEnd,ntdll.dll,.text,1222784,92832,801,8072,8072,142
ExpInterlockedPopEntrySListFault,ntdll.dll,.text,1222784,92829,207,8072,8072,9
ExpInterlockedPopEntrySListResume,ntdll.dll,.text,1222784,92815,801,8072,8072,20
RtlInterlockedPopEntrySList,ntdll.dll,.text,1222784,92810,801,8072,8072,5
ZwWaitForWorkViaWorkerFactory,ntdll.dll,.text,1222784,92730,34,8072,8072,16
ZwWaitForAlertByThreadId,ntdll.dll,.text,1222784,92700,1,8072,8072,16
NtUnsubscribeWnfStateChange,ntdll.dll,.text,1222784,926d0,3,8072,8072,16
NtUnmapViewOfSectionEx,ntdll.dll,.text,1222784,926c0,2,8072,8072,16
NtTraceControl,ntdll.dll,.text,1222784,92630,62,8072,8072,16
NtTestAlert,ntdll.dll,.text,1222784,92600,6,8072,8072,16
NtSubscribeWnfStateChange,ntdll.dll,.text,1222784,925b0,6,8072,8072,16
ZwSetWnfProcessNotificationEvent,ntdll.dll,.text,1222784,92540,1,8072,8072,16
NtSetTimer2,ntdll.dll,.text,1222784,924f0,24,8072,8072,16
ZwSetInformationWorkerFactory,ntdll.dll,.text,1222784,92400,4,8072,8072,16
ZwSetInformationKey,ntdll.dll,.text,1222784,923a0,14,8072,8072,16
NtReleaseWorkerFactoryWorker,ntdll.dll,.text,1222784,92140,8,8072,8072,16
ZwQueryWnfStateData,ntdll.dll,.text,1222784,92080,3,8072,8072,16
ZwQuerySystemInformationEx,ntdll.dll,.text,1222784,92060,2,8072,8072,16
ZwQuerySecurityObject,ntdll.dll,.text,1222784,92010,9,8072,8072,16
ZwOpenThread,ntdll.dll,.text,1222784,91d80,1,8072,8072,16
ZwOpenProcessToken,ntdll.dll,.text,1222784,91d30,96,8072,8072,16
NtOpenKeyEx,ntdll.dll,.text,1222784,91cc0,861,8072,8072,16
NtNotifyChangeKey,ntdll.dll,.text,1222784,91c50,24,8072,8072,16
ZwNotifyChangeDirectoryFile,ntdll.dll,.text,1222784,91c40,1,8072,8072,16
NtMapCMFModule,ntdll.dll,.text,1222784,91c00,3,8072,8072,16
ZwGetMUIRegistryInfo,ntdll.dll,.text,1222784,91a80,2,8072,8072,16
NtGetCompleteWnfStateSubscription,ntdll.dll,.text,1222784,91a40,2,8072,8072,16
NtDeleteValueKey,ntdll.dll,.text,1222784,918a0,4,8072,8072,16
ZwCreateWorkerFactory,ntdll.dll,.text,1222784,91800,2,8072,8072,16
NtCreateWaitCompletionPacket,ntdll.dll,.text,1222784,917d0,40,8072,8072,16
NtCreateTimer2,ntdll.dll,.text,1222784,91770,4,8072,8072,16
NtCreateThreadEx,ntdll.dll,.text,1222784,91750,1,8072,8072,16
NtCreateSemaphore,ntdll.dll,.text,1222784,91730,30,8072,8072,16
NtCreateMutant,ntdll.dll,.text,1222784,916a0,4,8072,8072,16
ZwCreateIoCompletion,ntdll.dll,.text,1222784,91630,2,8072,8072,16
NtCancelWaitCompletionPacket,ntdll.dll,.text,1222784,91540,2,8072,8072,16
ZwAssociateWaitCompletionPacket,ntdll.dll,.text,1222784,91500,41,8072,8072,16
NtAlpcSetInformation,ntdll.dll,.text,1222784,914d0,4,8072,8072,16
NtAlpcSendWaitReceivePort,ntdll.dll,.text,1222784,914c0,111,8072,8072,16
NtAlpcQueryInformation,ntdll.dll,.text,1222784,91490,1,8072,8072,16
ZwAlpcDeleteSecurityContext,ntdll.dll,.text,1222784,91440,5,8072,8072,16
ZwAlpcCreateSecurityContext,ntdll.dll,.text,1222784,91400,22,8072,8072,16
NtAlpcCreateResourceReserve,ntdll.dll,.text,1222784,913e0,1,8072,8072,16
ZwAlpcConnectPortEx,ntdll.dll,.text,1222784,913b0,4,8072,8072,16
NtAlpcConnectPort,ntdll.dll,.text,1222784,913a0,9,8072,8072,16
ZwAlertThreadByThreadId,ntdll.dll,.text,1222784,91330,1,8072,8072,16
ZwAddAtomEx,ntdll.dll,.text,1222784,912c0,2,8072,8072,16
ZwAccessCheck,ntdll.dll,.text,1222784,91270,5,8072,8072,16
NtSetValueKey,ntdll.dll,.text,1222784,91240,25,8072,8072,16
NtTraceEvent,ntdll.dll,.text,1222784,91220,2,8072,8072,16
ZwWaitForMultipleObjects,ntdll.dll,.text,1222784,911f0,2,8072,8072,16
NtQuerySystemTime,ntdll.dll,.text,1222784,911e0,7,8072,8072,16
NtOpenDirectoryObject,ntdll.dll,.text,1222784,911c0,2,8072,8072,16
ZwQueryEvent,ntdll.dll,.text,1222784,911a0,1,8072,8072,16
NtCreateFile,ntdll.dll,.text,1222784,91190,28,8072,8072,16
ZwQuerySection,ntdll.dll,.text,1222784,91150,65,8072,8072,16
NtProtectVirtualMemory,ntdll.dll,.text,1222784,91140,556,8072,8072,16
NtApphelpCacheControl,ntdll.dll,.text,1222784,91100,67,8072,8072,16
NtCreateSection,ntdll.dll,.text,1222784,910e0,59,8072,8072,16
NtQueryVolumeInformationFile,ntdll.dll,.text,1222784,910d0,10,8072,8072,16
NtCreateEvent,ntdll.dll,.text,1222784,910c0,135,8072,8072,16
NtQueueApcThread,ntdll.dll,.text,1222784,91090,1,8072,8072,16
ZwContinue,ntdll.dll,.text,1222784,91070,7,8072,8072,16
NtDuplicateToken,ntdll.dll,.text,1222784,91060,58,8072,8072,16
NtOpenEvent,ntdll.dll,.text,1222784,91040,5,8072,8072,16
NtClearEvent,ntdll.dll,.text,1222784,91020,2,8072,8072,16
ZwQueryAttributesFile,ntdll.dll,.text,1222784,91010,112,8072,8072,16
NtDuplicateObject,ntdll.dll,.text,1222784,91000,9,8072,8072,16
ZwOpenSection,ntdll.dll,.text,1222784,90fb0,53,8072,8072,16
NtQuerySystemInformation,ntdll.dll,.text,1222784,90fa0,26,8072,8072,16
ZwQueryDirectoryFile,ntdll.dll,.text,1222784,90f90,27,8072,8072,16
ZwDelayExecution,ntdll.dll,.text,1222784,90f80,1,8072,8072,16
ZwOpenFile,ntdll.dll,.text,1222784,90f70,74,8072,8072,16
ZwEnumerateKey,ntdll.dll,.text,1222784,90f60,158,8072,8072,16
NtQueryPerformanceCounter,ntdll.dll,.text,1222784,90f50,54,8072,8072,16
NtOpenProcessTokenEx,ntdll.dll,.text,1222784,90f40,57,8072,8072,16
NtOpenThreadTokenEx,ntdll.dll,.text,1222784,90f30,4,8072,8072,16
NtTerminateProcess,ntdll.dll,.text,1222784,90f00,1,8072,8072,16
ZwUnmapViewOfSection,ntdll.dll,.text,1222784,90ee0,8,8072,8072,16
NtMapViewOfSection,ntdll.dll,.text,1222784,90ec0,76,8072,8072,16
NtSetInformationFile,ntdll.dll,.text,1222784,90eb0,3,8072,8072,16
ZwOpenProcess,ntdll.dll,.text,1222784,90ea0,2,8072,8072,16
NtQueryInformationThread,ntdll.dll,.text,1222784,90e90,37,8072,8072,16
ZwOpenThreadToken,ntdll.dll,.text,1222784,90e80,272,8072,8072,16
ZwQueryVirtualMemory,ntdll.dll,.text,1222784,90e70,483,8072,8072,16
NtRequestWaitReplyPort,ntdll.dll,.text,1222784,90e60,5,8072,8072,16
NtQueryInformationToken,ntdll.dll,.text,1222784,90e50,202,8072,8072,16
ZwReleaseMutant,ntdll.dll,.text,1222784,90e40,3,8072,8072,16
ZwFreeVirtualMemory,ntdll.dll,.text,1222784,90e20,19,8072,8072,16
NtCreateKey,ntdll.dll,.text,1222784,90e10,211,8072,8072,16
ZwSetInformationProcess,ntdll.dll,.text,1222784,90e00,5,8072,8072,16
NtQueryInformationProcess,ntdll.dll,.text,1222784,90dd0,80,8072,8072,16
ZwAllocateVirtualMemory,ntdll.dll,.text,1222784,90dc0,134,8072,8072,16
ZwQueryValueKey,ntdll.dll,.text,1222784,90db0,991,8072,8072,16
NtQueryKey,ntdll.dll,.text,1222784,90da0,1422,8072,8072,16
ZwEnumerateValueKey,ntdll.dll,.text,1222784,90d70,57,8072,8072,16
ZwOpenKey,ntdll.dll,.text,1222784,90d60,113,8072,8072,16
ZwQueryInformationFile,ntdll.dll,.text,1222784,90d50,7,8072,8072,16
ZwQueryObject,ntdll.dll,.text,1222784,90d40,6,8072,8072,16
NtClose,ntdll.dll,.text,1222784,90d30,1381,8072,8072,16
ZwSetEvent,ntdll.dll,.text,1222784,90d20,22,8072,8072,16
NtSetInformationThread,ntdll.dll,.text,1222784,90d10,177,8072,8072,16
NtReleaseSemaphore,ntdll.dll,.text,1222784,90ce0,2,8072,8072,16
ZwDeviceIoControlFile,ntdll.dll,.text,1222784,90cb0,97,8072,8072,16
ZwReadFile,ntdll.dll,.text,1222784,90ca0,17,8072,8072,16
NtCallbackReturn,ntdll.dll,.text,1222784,90c90,1,8072,8072,16
ZwWaitForSingleObject,ntdll.dll,.text,1222784,90c80,73,8072,8072,16
ZwWorkerFactoryWorkerReady,ntdll.dll,.text,1222784,90c50,4,8072,8072,16
RtlGetCurrentProcessorNumberEx,ntdll.dll,.text,1222784,90880,3,8072,8072,192
RtlGetCurrentProcessorNumber,ntdll.dll,.text,1222784,90860,249,8072,8072,32
wcscpy_s,ntdll.dll,.text,1222784,8d030,39,8072,8072,144
vswprintf_s,ntdll.dll,.text,1222784,8ced0,22,8072,8072,96
swprintf_s,ntdll.dll,.text,1222784,8cea0,22,8072,8072,48
strcpy_s,ntdll.dll,.text,1222784,8caf0,4,8072,8072,144
strcat_s,ntdll.dll,.text,1222784,8ca50,2,8072,8072,160
vsprintf_s,ntdll.dll,.text,1222784,8c9a0,8,8072,8072,80
sprintf_s,ntdll.dll,.text,1222784,8c970,8,8072,8072,48
memcpy_s,ntdll.dll,.text,1222784,8c840,1,8072,8072,176
_vsnwprintf_s,ntdll.dll,.text,1222784,8bf90,4,8072,8072,176
_vsnprintf_s,ntdll.dll,.text,1222784,8be80,20,8072,8072,160
wcstoul,ntdll.dll,.text,1222784,877b0,17,8072,8072,64
wcsstr,ntdll.dll,.text,1222784,874d0,21,8072,8072,640
wcsrchr,ntdll.dll,.text,1222784,87440,100,8072,8072,64
wcsnlen,ntdll.dll,.text,1222784,873c0,4,8072,8072,48
wcsncmp,ntdll.dll,.text,1222784,87330,6,8072,8072,64
wcscmp,ntdll.dll,.text,1222784,87230,277,8072,8072,64
wcschr,ntdll.dll,.text,1222784,87200,426,8072,8072,48
towupper,ntdll.dll,.text,1222784,870e0,46,8072,8072,144
strrchr,ntdll.dll,.text,1222784,86650,1028,8072,8072,48
strcmp,ntdll.dll,.text,1222784,85f60,2,8072,8072,192
strchr,ntdll.dll,.text,1222784,85f30,32,8072,8072,48
memcmp,ntdll.dll,.text,1222784,85240,354,8072,8072,224
memchr,ntdll.dll,.text,1222784,85210,109,8072,8072,48
iswctype,ntdll.dll,.text,1222784,84de0,119,8072,8072,48
iswalpha,ntdll.dll,.text,1222784,84d20,11,8072,8072,16
bsearch,ntdll.dll,.text,1222784,83fb0,1810,8072,8072,272
_wcstoui64,ntdll.dll,.text,1222784,83be0,3,8072,8072,48
_wcsnicmp,ntdll.dll,.text,1222784,83800,4186,8072,8072,96
_wcslwr_s,ntdll.dll,.text,1222784,83780,4,8072,8072,128
_wcsicmp,ntdll.dll,.text,1222784,836e0,1447,8072,8072,80
_vsnwprintf,ntdll.dll,.text,1222784,835e0,25,8072,8072,256
_vsnprintf,ntdll.dll,.text,1222784,83510,4,8072,8072,208
_strnicmp,ntdll.dll,.text,1222784,832d0,18,8072,8072,16
_stricmp,ntdll.dll,.text,1222784,831d0,2,8072,8072,16
_ultoa,ntdll.dll,.text,1222784,82890,44,8072,8072,224
_ui64toa,ntdll.dll,.text,1222784,82830,246,8072,8072,96
_atoi64,ntdll.dll,.text,1222784,82720,16,8072,8072,32
isxdigit,ntdll.dll,.text,1222784,826f0,2,8072,8072,48
isdigit,ntdll.dll,.text,1222784,825a0,35,8072,8072,48
__isascii,ntdll.dll,.text,1222784,82440,6,8072,8072,32
RtlRetrieveNtUserPfn,ntdll.dll,.text,1222784,81f00,1,8072,8072,864
RtlResetNtUserPfn,ntdll.dll,.text,1222784,81e80,1,8072,8072,128
RtlInitializeNtUserPfn,ntdll.dll,.text,1222784,81c20,1,8072,8072,608
TpCancelAsyncIoOperation,ntdll.dll,.text,1222784,79040,8,8072,8072,112
TpSetPoolMaxThreads,ntdll.dll,.text,1222784,76bd0,1,8072,8072,112
TpSetPoolMinThreads,ntdll.dll,.text,1222784,765d0,1,8072,8072,128
RtlIpv4AddressToStringA,ntdll.dll,.text,1222784,762a0,8,8072,8072,80
RtlIsThreadWithinLoaderCallout,ntdll.dll,.text,1222784,75ed0,1,8072,8072,32
LdrFindResourceEx_U,ntdll.dll,.text,1222784,74630,1,8072,8072,128
RtlInitializeGenericTable,ntdll.dll,.text,1222784,73b90,2,8072,8072,64
RtlRegisterThreadWithCsrss,ntdll.dll,.text,1222784,73ae0,4,8072,8072,176
TpAllocCleanupGroup,ntdll.dll,.text,1222784,73150,1,8072,8072,368
RtlGetNtVersionNumbers,ntdll.dll,.text,1222784,72ef0,1,8072,8072,240
TpSetTimer,ntdll.dll,.text,1222784,72d30,16,8072,8072,16
RtlQueryWnfStateData,ntdll.dll,.text,1222784,72480,3,8072,8072,544
RtlQueryPerformanceFrequency,ntdll.dll,.text,1222784,72460,2,8072,8072,32
LdrAccessResource,ntdll.dll,.text,1222784,72350,1,8072,8072,16
RtlQueryActivationContextApplicationSettings,ntdll.dll,.text,1222784,71d90,2,8072,8072,592
RtlQueryElevationFlags,ntdll.dll,.text,1222784,71680,1,8072,8072,64
RtlWakeAllConditionVariable,ntdll.dll,.text,1222784,71260,3,8072,8072,736
RtlDeactivateActivationContext,ntdll.dll,.text,1222784,70ce0,2,8072,8072,592
RtlUserThreadStart,ntdll.dll,.text,1222784,70390,6,8072,8072,112
RtlFreeAnsiString,ntdll.dll,.text,1222784,70160,3,8072,8072,80
RtlAcquirePebLock,ntdll.dll,.text,1222784,70010,65,8072,8072,32
TpAllocAlpcCompletionEx,ntdll.dll,.text,1222784,6fd20,3,8072,8072,688
RtlReleasePebLock,ntdll.dll,.text,1222784,6f950,65,8072,8072,32
RtlActivateActivationContextEx,ntdll.dll,.text,1222784,6f620,2,8072,8072,704
RtlActivateActivationContext,ntdll.dll,.text,1222784,6f5d0,2,8072,8072,80
RtlGetLocaleFileMappingAddress,ntdll.dll,.text,1222784,6f420,1,8072,8072,160
RtlDeleteSecurityObject,ntdll.dll,.text,1222784,6f320,1,8072,8072,256
RtlGetSaclSecurityDescriptor,ntdll.dll,.text,1222784,6f2c0,6,8072,8072,96
LdrDisableThreadCalloutsForDll,ntdll.dll,.text,1222784,6f260,31,8072,8072,96
RtlIpv4StringToAddressA,ntdll.dll,.text,1222784,6f080,2,8072,8072,480
RtlUnicodeToMultiByteSize,ntdll.dll,.text,1222784,6f050,31,8072,8072,48
RtlGetControlSecurityDescriptor,ntdll.dll,.text,1222784,6efc0,1,8072,8072,144
LdrUnlockLoaderLock,ntdll.dll,.text,1222784,6ef20,2,8072,8072,160
RtlTryConvertSRWLockSharedToExclusiveOrRelease,ntdll.dll,.text,1222784,6eed0,66,8072,8072,80
LdrFindEntryForAddress,ntdll.dll,.text,1222784,6eac0,2,8072,8072,272
LdrGetDllHandleByMapping,ntdll.dll,.text,1222784,6e6d0,4,8072,8072,224
RtlGetActiveActivationContext,ntdll.dll,.text,1222784,6e5d0,25,8072,8072,208
RtlImpersonateSelfEx,ntdll.dll,.text,1222784,6e4b0,53,8072,8072,288
RtlImpersonateSelf,ntdll.dll,.text,1222784,6e4a0,53,8072,8072,16
LdrGetDllHandleByName,ntdll.dll,.text,1222784,6e2c0,11,8072,8072,160
ApiSetQueryApiSetPresence,ntdll.dll,.text,1222784,6e160,5,8072,8072,352
RtlGetDaclSecurityDescriptor,ntdll.dll,.text,1222784,6ded0,3,8072,8072,656
RtlRunOnceInitialize,ntdll.dll,.text,1222784,6dec0,1059,8072,8072,16
EtwEventActivityIdControl,ntdll.dll,.text,1222784,6d6b0,174,8072,8072,2064
RtlSetSaclSecurityDescriptor,ntdll.dll,.text,1222784,6cc00,1,8072,8072,192
RtlIdentifierAuthoritySid,ntdll.dll,.text,1222784,6c8a0,37,8072,8072,16
RtlpEnsureBufferSize,ntdll.dll,.text,1222784,6bd80,2,8072,8072,192
RtlMultiAppendUnicodeStringBuffer,ntdll.dll,.text,1222784,6bc70,16,8072,8072,272
LdrGetDllFullName,ntdll.dll,.text,1222784,6bba0,31,8072,8072,208
RtlGetAce,ntdll.dll,.text,1222784,6bb20,13,8072,8072,112
RtlGetAppContainerNamedObjectPath,ntdll.dll,.text,1222784,6b980,14,8072,8072,416
RtlFreeSid,ntdll.dll,.text,1222784,6b940,17,8072,8072,64
RtlUnicodeStringToInteger,ntdll.dll,.text,1222784,6b7c0,22,8072,8072,384
TpAllocPool,ntdll.dll,.text,1222784,6a680,2,8072,8072,2640
RtlSetCriticalSectionSpinCount,ntdll.dll,.text,1222784,69f50,38,8072,8072,336
RtlInterlockedFlushSList,ntdll.dll,.text,1222784,69f40,70,8072,8072,16
TpAllocWork,ntdll.dll,.text,1222784,69d90,2,8072,8072,432
TpSimpleTryPost,ntdll.dll,.text,1222784,69c50,6,8072,8072,320
TpAllocIoCompletion,ntdll.dll,.text,1222784,699e0,1,8072,8072,624
TpCallbackMayRunLong,ntdll.dll,.text,1222784,69760,6,8072,8072,640
RtlGUIDFromString,ntdll.dll,.text,1222784,68f70,1,8072,8072,736
RtlEncodePointer,ntdll.dll,.text,1222784,68cc0,43,8072,8072,80
LdrGetProcedureAddress,ntdll.dll,.text,1222784,68b40,2,8072,8072,48
CsrAllocateCaptureBuffer,ntdll.dll,.text,1222784,68710,5,8072,8072,336
